date,close,btc_return,regime,exposure,position_held,strategy_return,equity_strategy,equity_buy_hold
2026-01-05,91373.21588108438,0.008602807046551808,RISK_ON,1.0,1.0,0.008602807046551808,9746.884434600173,8725.254428843893
2026-01-06,93926.7956485658,0.027946699072129988,RISK_ON,1.0,1.0,0.027946699072129988,10019.277680784771,8969.096488694564
2026-01-07,93666.86387314305,-0.0027673868104188815,RISK_ON,1.0,1.0,-0.0027673868104188815,9991.550463881043,8944.275529370376
2026-01-08,91257.15544035907,-0.025726370384809183,RISK_ON,1.0,1.0,-0.025726370384809183,9734.504135928726,8714.171784278009
2026-01-09,90983.51578142625,-0.0029985556487310827,RISK_ON,1.0,1.0,-0.0029985556487310827,9705.314683564342,8688.041855250249
2026-01-10,90504.89560340019,-0.005260515313299963,RANGE_BOUND,0.4,1.0,-0.005260515313299963,9654.259727051056,8642.338278028114
2026-01-11,90442.01907847001,-0.0006947306497728789,RANGE_BOUND,0.4,0.4,-0.0008778922599091515,9645.784327161524,8636.334180740663
2026-01-12,90819.36598904192,0.004172252172350399,RANGE_BOUND,0.4,0.4,0.0016689008689401597,9661.882185006732,8672.367144787402
2026-01-13,91134.96917951507,0.003475064894322477,RANGE_BOUND,0.4,0.4,0.001390025957728991,9675.312452044413,8702.504183402929
2026-01-14,95260.4422971001,0.04526772933294998,RISK_ON,1.0,0.4,0.01810709173317999,9850.50422216076,9096.446787296076
2026-01-15,97007.78078881276,0.018342750144525022,RISK_ON,1.0,1.0,0.017742750144525022,10025.279257372149,9263.300637918415
2026-01-16,95584.82797878512,-0.014668439979318992,RISK_ON,1.0,1.0,-0.014668439979318992,9878.224050309473,9127.422468500723
2026-01-17,95516.07771987123,-0.0007192591164064677,RISK_ON,1.0,1.0,-0.0007192591164064677,9871.119047607383,9120.85748668096
2026-01-18,95099.53192554631,-0.00436100187809807,RISK_ON,1.0,1.0,-0.00436100187809807,9828.071078901838,9081.081410051678
2026-01-19,93752.70577188236,-0.014162279523293408,RISK_ON,1.0,1.0,-0.014162279523293408,9688.883189107635,8952.472596748745
2026-01-20,92558.46334372147,-0.01273821825544652,RANGE_BOUND,0.4,1.0,-0.01273821825544652,9565.464080393254,8838.434046885453
2026-01-21,88312.84053255555,-0.045869633718955916,RISK_OFF,0.2,0.4,-0.018947853487582367,9384.21906845723,8433.018314505669
2026-01-22,89354.34377512129,0.011793338729511271,RISK_OFF,0.2,0.2,0.0021586677459022544,9404.47647948079,8532.471756000807
2026-01-23,89443.39744146909,0.0009966349993226764,RISK_OFF,0.2,0.2,0.0001993269998645353,9406.351045562744,8540.97551598357
2026-01-24,89412.39849953113,-0.0003465760785555938,RISK_OFF,0.2,0.2,-6.931521571111876e-05,9405.699042310966,8538.015418182202
2026-01-25,89170.87364531498,-0.0027012456691609676,RISK_OFF,0.2,0.2,-0.0005402491338321935,9400.617621550271,8514.952141010606
2026-01-26,86548.32213469829,-0.029410405028082565,RISK_OFF,0.2,0.2,-0.005882081005616513,9345.322427197485,8264.523949748746
2026-01-27,88307.8612070438,0.020330134992184723,RISK_OFF,0.2,0.2,0.004066026998436945,9383.32076049557,8432.54283729328
2026-01-28,89204.22239644526,0.01015041217338375,RISK_OFF,0.2,0.2,0.0020300824346767498,9402.369675150389,8518.136622761524
2026-01-29,89162.09701574955,-0.0004722352772550398,RISK_OFF,0.2,0.2,-9.444705545100796e-05,9401.481649020308,8514.114058151777
2026-01-30,84570.40906135936,-0.05149820504534697,RISK_OFF,0.2,0.2,-0.010299641009069395,9304.649763082045,8075.652466605607
2026-01-31,84141.77856967277,-0.005068327047769161,RISK_OFF,0.2,0.2,-0.0010136654095538322,9295.217961469196,8034.722418780725
2026-02-01,78725.85853884545,-0.0643665979361574,CAPITULATION,0.1,0.2,-0.01287331958723148,9175.557650018229,7517.554671322436
2026-02-02,76937.06406636834,-0.02272181600400669,CAPITULATION,0.1,0.1,-0.002372181600400669,9153.79156098744,7346.7421772805865
2026-02-03,78767.65815345927,0.023793396710742654,RISK_OFF,0.2,0.1,0.0023793396710742654,9175.571540389243,7521.546128436168
2026-02-04,75638.95670207398,-0.03972063566101958,CAPITULATION,0.1,0.2,-0.008044127132203914,9101.762076407718,7222.7855350610025
2026-02-05,73172.29203248928,-0.0326110350688783,CAPITULATION,0.1,0.1,-0.00336110350688783,9071.170111973846,6987.243022682142
2026-02-06,62853.69038445987,-0.14101788206180332,CAPITULATION,0.1,0.1,-0.014101788206180334,8943.250392272557,6001.916810172393
2026-02-07,70523.95417035831,0.12203362664914996,CAPITULATION,0.1,0.1,0.012203362664914997,9052.388120212603,6734.3524853642275
2026-02-08,69296.80677355142,-0.017400433813489546,CAPITULATION,0.1,0.1,-0.0017400433813489547,9036.636572178626,6617.171830665939
2026-02-09,70542.37329463876,0.01797437110136424,CAPITULATION,0.1,0.1,0.001797437110136424,9052.879358104276,6736.111332791822
2026-02-10,70096.40692272567,-0.006321964389408796,CAPITULATION,0.1,0.1,-0.0006321964389408796,9047.15616001192,6693.525876822819
2026-02-11,68779.90981269129,-0.018781235270528107,CAPITULATION,0.1,0.1,-0.0018781235270528109,9030.164483174882,6567.813192540842
2026-02-12,66937.58141157958,-0.0267858507830111,CAPITULATION,0.1,0.1,-0.00267858507830111,9005.976419335646,6391.88872839475
2026-02-13,66184.57765470445,-0.011249342163188292,CAPITULATION,0.1,0.1,-0.0011249342163188291,8995.845288310175,6319.984185020011
